player_name,League_name,sub_type,type,yellow_cards,red_cards,goals,assists
Amir Hadziahmetovic,uefa-europa-conference-league-qualifikation,uefa_europa_conference_league_qualifiers,international_cup,0,0,1,2
Djibril Sidibé,trophee-des-champions,domestic_super_cup,other,1,0,1,0
Leandro,premier-liga,first_tier,domestic_league,1,0,1,0
Bruno Guimarães,fa-cup,domestic_cup,domestic_cup,0,0,1,0
Maksim Mayrovich,premier-liga,first_tier,domestic_league,1,0,1,1
Jeremy Toljan,serie-a,first_tier,domestic_league,15,0,1,5
Samed Onur,super-lig,first_tier,domestic_league,0,0,1,0
Bernardo Silva,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,1,0,1,0
Andriy Chyruk,premier-liga,first_tier,domestic_league,2,0,1,2
Yasser Larouci,ligue-1,first_tier,domestic_league,2,0,1,2
Slobodan Medojevic,bundesliga,first_tier,domestic_league,6,0,1,0
Mohammed Kadiri,russian-cup,domestic_cup,domestic_cup,2,0,1,1
Grant Hanley,fa-cup,domestic_cup,domestic_cup,5,0,1,0
Charlie Adam,fa-cup,domestic_cup,domestic_cup,0,0,1,0
Gil Dias,europa-league,europa_league,international_cup,0,0,1,0
Simon Rolfes,bundesliga,first_tier,domestic_league,4,0,1,1
Viktor Fischer,toto-knvb-beker,domestic_cup,domestic_cup,0,0,1,0
Graziano Pellè,fa-cup,domestic_cup,domestic_cup,0,0,1,1
Corentin Tolisso,trophee-des-champions,domestic_super_cup,other,0,0,1,0
Viktor Elm,toto-knvb-beker,domestic_cup,domestic_cup,0,0,1,0
Cengiz Ünder,fa-cup,domestic_cup,domestic_cup,0,0,1,0
Andraz Sporar,uefa-europa-conference-league-qualifikation,uefa_europa_conference_league_qualifiers,international_cup,0,0,1,0
Edmond Tapsoba,dfb-pokal,domestic_cup,domestic_cup,2,0,1,0
Vukan Savicevic,super-lig,first_tier,domestic_league,6,0,1,0
Carlton Cole,fa-cup,domestic_cup,domestic_cup,1,0,1,0
Dani Alves,trophee-des-champions,domestic_super_cup,other,0,0,1,1
Seydou Doumbia,russian-super-cup,domestic_super_cup,other,0,0,1,1
Carles Gil,fa-cup,domestic_cup,domestic_cup,0,0,1,1
Marek Cech,liga-portugal-bwin,first_tier,domestic_league,1,0,1,1
Valeri Qazaishvili,toto-knvb-beker,domestic_cup,domestic_cup,0,0,1,0
Xherdan Shaqiri,bundesliga,first_tier,domestic_league,0,0,1,2
Andreas Cornelius,uefa-europa-conference-league-qualifikation,uefa_europa_conference_league_qualifiers,international_cup,0,0,1,0
Ibrahima Cissé,europa-league,europa_league,international_cup,0,0,1,0
Ibrahima Konaté,europa-league,europa_league,international_cup,1,0,1,0
Adam Masina,premier-league,first_tier,domestic_league,8,0,1,2
Edinson Cavani,trophee-des-champions,domestic_super_cup,other,0,0,1,0
Igor Diveev,europa-league,europa_league,international_cup,1,0,1,0
Sadik Ciftpinar,super-lig,first_tier,domestic_league,13,1,1,1
Adam Lallana,community-shield,domestic_super_cup,other,0,0,1,0
Maksim Nenakhov,premier-liga,first_tier,domestic_league,22,1,1,4
Igor Kharatin,europa-league,europa_league,international_cup,1,0,1,0
Adam Idah,premier-league,first_tier,domestic_league,0,0,1,1
Sabri Sarioglu,super-lig,first_tier,domestic_league,16,0,1,15
Shani Tarashaj,bundesliga,first_tier,domestic_league,1,0,1,0
Yigit Incedemir,super-lig,first_tier,domestic_league,18,0,1,3
Martin Chrien,liga-portugal-bwin,first_tier,domestic_league,0,0,1,1
Trent Sainsbury,toto-knvb-beker,domestic_cup,domestic_cup,0,0,1,0
Igor Paixão,europa-league,europa_league,international_cup,0,0,1,1
Gerard Piqué,europa-league,europa_league,international_cup,0,0,1,0
Kyrylo Melichenko,premier-liga,first_tier,domestic_league,5,0,1,0
Youness Mokhtar,super-lig,first_tier,domestic_league,1,0,1,3
Torino Hunte,toto-knvb-beker,domestic_cup,domestic_cup,0,0,1,1
Sepp van den Berg,bundesliga,first_tier,domestic_league,2,0,1,0
Hans Nicolussi Caviglia,serie-a,first_tier,domestic_league,2,0,1,0
Alexis Beka Beka,uefa-europa-conference-league-qualifikation,uefa_europa_conference_league_qualifiers,international_cup,0,0,1,0
Nikita Salamatov,russian-cup,domestic_cup,domestic_cup,1,0,1,0
Leozinho,liga-portugal-bwin,first_tier,domestic_league,2,0,1,4
Dominique Heintz,dfb-pokal,domestic_cup,domestic_cup,1,0,1,1
Nikola Moro,russian-cup,domestic_cup,domestic_cup,0,0,1,1
Igor Denisov,europa-league,europa_league,international_cup,3,0,1,0
Henrikh Mkhitaryan,fa-cup,domestic_cup,domestic_cup,0,0,1,1
Marlon,liga-portugal-bwin,first_tier,domestic_league,5,1,1,2
Brad Smith,fa-cup,domestic_cup,domestic_cup,0,0,1,1
Yacouba Sylla,super-lig,first_tier,domestic_league,4,0,1,0
Marius,liga-portugal-bwin,first_tier,domestic_league,0,0,1,0
Amar Rahmanovic,uefa-europa-conference-league-qualifikation,uefa_europa_conference_league_qualifiers,international_cup,0,0,1,0
Branislav Ivanovic,fa-cup,domestic_cup,domestic_cup,1,0,1,1
Douglas Santos,dfb-pokal,domestic_cup,domestic_cup,1,0,1,1
Yan Sasse,super-lig,first_tier,domestic_league,3,0,1,0
Harry Wilson,fa-cup,domestic_cup,domestic_cup,2,0,1,3
Bernard,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,0,0,1,0
Yann Gboho,ligue-1,first_tier,domestic_league,1,0,1,1
Sajjad Shahbazzadeh,super-lig,first_tier,domestic_league,0,0,1,0
Saidi Ntibazonkiza,super-lig,first_tier,domestic_league,4,0,1,2
Markus Berger,liga-portugal-bwin,first_tier,domestic_league,7,0,1,0
Liam Scales,scottish-premiership,first_tier,domestic_league,1,0,1,1
Yasin Güreler,super-lig,first_tier,domestic_league,3,0,1,0
Hee-chan Hwang,fa-cup,domestic_cup,domestic_cup,0,0,1,0
Marcus Godinho,scottish-premiership,first_tier,domestic_league,3,0,1,2
Ljubomir Fejsa,liga-portugal-bwin,first_tier,domestic_league,23,0,1,0
Bojan Krkic,fa-cup,domestic_cup,domestic_cup,1,0,1,0
Aaron Ramsey,community-shield,domestic_super_cup,other,0,0,1,1
Bobby De Cordova-Reid,fa-cup,domestic_cup,domestic_cup,0,0,1,0
Yassine Meriah,super-lig,first_tier,domestic_league,12,0,1,0
Shkodran Mustafi,bundesliga,first_tier,domestic_league,1,0,1,0
Kurt Zouma,fa-cup,domestic_cup,domestic_cup,1,0,1,0
Jordi Gómez,fa-cup,domestic_cup,domestic_cup,0,0,1,0
Tetê,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,1,0,1,1
Stefanos Athanasiadis,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,1,0,1,1
Ignacio Camacho,dfb-pokal,domestic_cup,domestic_cup,0,0,1,0
Trent Alexander-Arnold,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,1,0,1,0
Ivan Lobay,premier-liga,first_tier,domestic_league,5,0,1,1
Ricardo Silva,liga-portugal-bwin,first_tier,domestic_league,22,0,1,1
Sadio Mané,europa-league-qualifikation,europa_league_qualifying,international_cup,0,0,1,1
Jorge Fernandes,liga-portugal-bwin,first_tier,domestic_league,23,2,1,0
Sacha Boey,europa-league-qualifikation,europa_league_qualifying,international_cup,0,0,1,0
Sergey Politevich,europa-league-qualifikation,europa_league_qualifying,international_cup,2,0,1,0
Evan Ndicka,europa-league,europa_league,international_cup,6,1,1,2
Marko Milinkovic,super-lig,first_tier,domestic_league,5,0,1,6
Ewan Henderson,europa-league,europa_league,international_cup,0,0,1,0
Jemal Tabidze,premier-liga,first_tier,domestic_league,13,0,1,3
Sebastian Holmén,toto-knvb-beker,domestic_cup,domestic_cup,1,0,1,0
Claudemir,superligaen,first_tier,domestic_league,1,0,1,0
Conor O'Brien,superligaen,first_tier,domestic_league,1,0,1,3
Matheus Pereira,fa-cup,domestic_cup,domestic_cup,0,0,1,0
Lucas Leiva,fa-cup,domestic_cup,domestic_cup,0,0,1,0
João Carvalho,liga-portugal-bwin,first_tier,domestic_league,0,0,1,2
Maurício Ramos,super-lig,first_tier,domestic_league,9,0,1,0
Joseph Aidoo,europa-league,europa_league,international_cup,0,0,1,0
Sergey Petrov,europa-league-qualifikation,europa_league_qualifying,international_cup,0,0,1,1
Rodrigo Dantas,liga-portugal-bwin,first_tier,domestic_league,3,0,1,0
Adam Jakobsen,superligaen,first_tier,domestic_league,4,0,1,0
Loïc Rémy,fa-cup,domestic_cup,domestic_cup,0,0,1,1
Maxime Lestienne,russian-cup,domestic_cup,domestic_cup,1,0,1,1
Michael Harriman,fa-cup,domestic_cup,domestic_cup,1,0,1,0
Roberto Soldado,europa-league-qualifikation,europa_league_qualifying,international_cup,3,0,1,1
Jeremy Bokila,premier-liga,first_tier,domestic_league,3,0,1,0
Sebastian Polter,toto-knvb-beker,domestic_cup,domestic_cup,1,0,1,1
Maroine Mihoubi,premier-liga,first_tier,domestic_league,10,0,1,0
Michael Hector,fa-cup,domestic_cup,domestic_cup,1,0,1,0
Arnaut Danjuma,premier-league,first_tier,domestic_league,0,0,1,0
Sabin Merino,europa-league-qualifikation,europa_league_qualifying,international_cup,0,0,1,0
Aron Gunnarsson,premier-league,first_tier,domestic_league,5,0,1,1
Martin Samuelsen,fa-cup,domestic_cup,domestic_cup,0,0,1,1
Joan Jordán,europa-league,europa_league,international_cup,4,0,1,0
Mickaël Tirpan,super-lig,first_tier,domestic_league,7,0,1,0
Mickaël Malsa,super-lig,first_tier,domestic_league,1,0,1,0
Josef Husbauer,europa-league,europa_league,international_cup,0,0,1,0
Rúben Ribeiro,europa-league-qualifikation,europa_league_qualifying,international_cup,1,0,1,0
Ivan Maevskiy,premier-liga,first_tier,domestic_league,5,0,1,1
Ahmed Yasin,superligaen,first_tier,domestic_league,0,0,1,1
Stathis Tavlaridis,europa-league-qualifikation,europa_league_qualifying,international_cup,2,0,1,0
Maurício,russian-cup,domestic_cup,domestic_cup,0,0,1,0
Luis Sinisterra,fa-cup,domestic_cup,domestic_cup,0,0,1,0
Robin Gosens,toto-knvb-beker,domestic_cup,domestic_cup,0,0,1,0
Anton Terekhov,premier-liga,first_tier,domestic_league,2,0,1,1
Christian Poulsen,superligaen,first_tier,domestic_league,2,1,1,0
Akinkunmi Amoo,superligaen,first_tier,domestic_league,0,0,1,0
Spyros Risvanis,europa-league-qualifikation,europa_league_qualifying,international_cup,1,0,1,0
Stephan El Shaarawy,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,0,0,1,0
Joakim Maehle,europa-league,europa_league,international_cup,0,0,1,3
Stanislav Bilenkyi,europa-league-qualifikation,europa_league_qualifying,international_cup,0,0,1,0
Sten Grytebust,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,1,0,1,0
Sean Klaiber,toto-knvb-beker,domestic_cup,domestic_cup,3,0,1,3
Abdón Prats,copa-del-rey,domestic_cup,domestic_cup,0,0,1,0
Mateo Cassierra,russian-super-cup,domestic_super_cup,other,0,0,1,0
Luciano Narsingh,fa-cup,domestic_cup,domestic_cup,0,0,1,3
Nemanja Radonjic,bundesliga,first_tier,domestic_league,1,0,1,2
Myziane Maolida,bundesliga,first_tier,domestic_league,0,0,1,1
Adnane Tighadouini,superligaen,first_tier,domestic_league,0,0,1,0
Robin van Persie,europa-league-qualifikation,europa_league_qualifying,international_cup,0,0,1,0
Aihen Muñoz,copa-del-rey,domestic_cup,domestic_cup,4,0,1,1
Oliver Sorg,bundesliga,first_tier,domestic_league,18,0,1,4
Ade Runsewe,superligaen,first_tier,domestic_league,2,0,1,3
Abakar Sylla,uefa-champions-league,uefa_champions_league,international_cup,4,0,1,0
Robert Mühren,europa-league-qualifikation,europa_league_qualifying,international_cup,0,0,1,0
Stefano Napoleoni,europa-league-qualifikation,europa_league_qualifying,international_cup,0,0,1,0
Robert Mudrazija,europa-league-qualifikation,europa_league_qualifying,international_cup,0,0,1,0
Ousman Manneh,bundesliga,first_tier,domestic_league,2,0,1,1
Alberto Moreno,uefa-champions-league,uefa_champions_league,international_cup,6,0,1,4
Jonny Evans,europa-league,europa_league,international_cup,1,0,1,0
Alberto Botía,uefa-champions-league,uefa_champions_league,international_cup,2,0,1,0
Ricardo Gomes,liga-portugal-bwin,first_tier,domestic_league,2,1,1,1
Juan Manuel Vargas,serie-a,first_tier,domestic_league,2,0,1,1
João Gamboa,liga-portugal-bwin,first_tier,domestic_league,19,1,1,2
Sergiy Starenkyi,europa-league-qualifikation,europa_league_qualifying,international_cup,0,0,1,0
Abdulrahman Taiwo,superligaen,first_tier,domestic_league,2,0,1,2
Jacob Bruun Larsen,dfb-pokal,domestic_cup,domestic_cup,1,0,1,1
Marin Anicic,super-lig,first_tier,domestic_league,7,0,1,0
Marco Stiepermann,fa-cup,domestic_cup,domestic_cup,1,0,1,1
Jacob Barrett Laursen,dfb-pokal,domestic_cup,domestic_cup,1,0,1,1
Alan Patrick,uefa-champions-league,uefa_champions_league,international_cup,3,0,1,3
Marcin Wasilewski,fa-cup,domestic_cup,domestic_cup,2,0,1,0
João Góis,liga-portugal-bwin,first_tier,domestic_league,16,1,1,2
Rigino Cicilia,toto-knvb-beker,domestic_cup,domestic_cup,0,0,1,0
Mason Holgate,fa-cup,domestic_cup,domestic_cup,0,0,1,0
Riechedly Bazoer,toto-knvb-beker,domestic_cup,domestic_cup,2,0,1,1
Steve Colpaert,europa-league-qualifikation,europa_league_qualifying,international_cup,1,0,1,0
Ryan Thomas,toto-knvb-beker,domestic_cup,domestic_cup,1,0,1,3
Ryan Koolwijk,toto-knvb-beker,domestic_cup,domestic_cup,2,0,1,0
Ridgeciano Haps,toto-knvb-beker,domestic_cup,domestic_cup,2,0,1,5
Josuha Guilavogui,europa-league,europa_league,international_cup,2,0,1,1
Moritz Leitner,bundesliga,first_tier,domestic_league,5,0,1,4
Merih Demiral,super-lig,first_tier,domestic_league,4,1,1,0
Ricardo Dias,liga-portugal-bwin,first_tier,domestic_league,22,1,1,0
Andrey Arshavin,premier-liga,first_tier,domestic_league,2,0,1,0
Min-jae Kim,super-lig,first_tier,domestic_league,6,0,1,0
João Jaquité,liga-portugal-bwin,first_tier,domestic_league,17,0,1,0
Marcos Rojo,fa-cup,domestic_cup,domestic_cup,4,0,1,1
Liam Kelly,fa-cup,domestic_cup,domestic_cup,0,0,1,0
Morten Thorsby,bundesliga,first_tier,domestic_league,3,0,1,1
Maryan Mysyk,premier-liga,first_tier,domestic_league,24,0,1,7
Marcos Guilherme,premier-liga,first_tier,domestic_league,0,0,1,0
Daniel Granli,superligaen,first_tier,domestic_league,5,0,1,0
Robert Bozenik,toto-knvb-beker,domestic_cup,domestic_cup,0,0,1,1
Abdul Mumin,superligaen,first_tier,domestic_league,6,0,1,1
Robert Beric,europa-league-qualifikation,europa_league_qualifying,international_cup,1,0,1,0
Marius Alexe,super-lig,first_tier,domestic_league,1,0,1,0
A.J. Soares,superligaen,first_tier,domestic_league,2,0,1,0
Alejandro Pozuelo,copa-del-rey,domestic_cup,domestic_cup,1,0,1,0
Álvaro Morata,supercoppa-italiana,domestic_super_cup,other,0,0,1,1
Stelios Kitsiou,europa-league-qualifikation,europa_league_qualifying,international_cup,1,0,1,1
Salih Dursun,europa-league-qualifikation,europa_league_qualifying,international_cup,1,0,1,0
Sebastian Steblecki,toto-knvb-beker,domestic_cup,domestic_cup,0,0,1,0
Weston McKennie,supercoppa-italiana,domestic_super_cup,other,0,0,1,0
Filippo Melegoni,serie-a,first_tier,domestic_league,3,0,1,0
Armin Gigovic,premier-liga,first_tier,domestic_league,6,0,1,0
Rúben Macedo,liga-portugal-bwin,first_tier,domestic_league,7,1,1,4
Benjamin Hvidt,superligaen,first_tier,domestic_league,5,0,1,0
Ivica Olic,dfb-pokal,domestic_cup,domestic_cup,0,0,1,0
Louis Laing,fa-cup,domestic_cup,domestic_cup,2,0,1,0
Facundo Bertoglio,europa-league,europa_league,international_cup,0,0,1,2
Dante Vanzeir,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,0,0,1,0
Marvin Pourié,russian-cup,domestic_cup,domestic_cup,0,0,1,0
Mert Cetin,super-lig,first_tier,domestic_league,4,0,1,0
Ruca,liga-portugal-bwin,first_tier,domestic_league,4,0,1,1
Ricardo Matos,liga-portugal-bwin,first_tier,domestic_league,0,0,1,0
Stefan Ristovski,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,0,0,1,3
Milan Jevtovic,super-lig,first_tier,domestic_league,1,0,1,2
Ismail Jakobs,dfb-pokal,domestic_cup,domestic_cup,1,0,1,1
Marcel Sabitzer,fa-cup,domestic_cup,domestic_cup,0,0,1,0
Filippo Ranocchia,serie-a,first_tier,domestic_league,1,0,1,0
Jesús Medina,premier-liga,first_tier,domestic_league,0,0,1,2
Stephen O'Donnell,europa-league-qualifikation,europa_league_qualifying,international_cup,1,0,1,1
Micah Richards,fa-cup,domestic_cup,domestic_cup,0,0,1,0
Alasana Manneh,superligaen,first_tier,domestic_league,3,0,1,1
Daniel Stückler,superligaen,first_tier,domestic_league,0,0,1,1
Matheus Dória,super-lig,first_tier,domestic_league,3,0,1,0
Magomed Ozdoev,russian-super-cup,domestic_super_cup,other,3,0,1,0
Sébastien Corchia,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,1,0,1,1
Noussair Mazraoui,bundesliga,first_tier,domestic_league,0,0,1,4
Brent McGrath,superligaen,first_tier,domestic_league,2,0,1,1
Jonathan Toro,liga-portugal-bwin,first_tier,domestic_league,5,0,1,3
Alexander Jakobsen,superligaen,first_tier,domestic_league,2,0,1,1
Rodney Kongolo,toto-knvb-beker,domestic_cup,domestic_cup,0,0,1,1
Simon Gustafson,europa-league-qualifikation,europa_league_qualifying,international_cup,0,0,1,0
Armando Sadiku,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,0,0,1,0
Jordan Remacle,europa-league,europa_league,international_cup,0,0,1,0
Lyle Taylor,fa-cup,domestic_cup,domestic_cup,0,0,1,0
Simon Hedlund,europa-league-qualifikation,europa_league_qualifying,international_cup,1,0,1,1
Lys Mousset,fa-cup,domestic_cup,domestic_cup,0,0,1,0
Matteo Ricci,super-lig,first_tier,domestic_league,4,0,1,4
Jonathan Silva,liga-portugal-bwin,first_tier,domestic_league,7,0,1,2
Alexander Fischer,superligaen,first_tier,domestic_league,4,0,1,4
Fernando Torres,serie-a,first_tier,domestic_league,1,0,1,0
Rodrigo Abascal,liga-portugal-bwin,first_tier,domestic_league,10,0,1,2
Ilkay Gündogan,dfb-pokal,domestic_cup,domestic_cup,0,0,1,1
Matty Longstaff,fa-cup,domestic_cup,domestic_cup,0,0,1,0
Roy Beerens,europa-league-qualifikation,europa_league_qualifying,international_cup,1,0,1,0
Ryan Jack,europa-league-qualifikation,europa_league_qualifying,international_cup,3,0,1,1
Maurício,russian-super-cup,domestic_super_cup,other,1,0,1,0
Johannes Geis,europa-league,europa_league,international_cup,4,0,1,2
John Anthony Brooks,europa-league,europa_league,international_cup,4,0,1,0
Ross McCrorie,europa-league-qualifikation,europa_league_qualifying,international_cup,0,0,1,0
Luke Shaw,fa-cup,domestic_cup,domestic_cup,2,0,1,3
Simon Tibbling,europa-league-qualifikation,europa_league_qualifying,international_cup,0,0,1,0
Daniel Amartey,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,3,0,1,0
Ryan Kent,europa-league-qualifikation,europa_league_qualifying,international_cup,0,0,1,3
Dame N'Doye,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,1,0,1,0
Fernando Forestieri,serie-a,first_tier,domestic_league,1,0,1,1
Rui Fonte,europa-league-qualifikation,europa_league_qualifying,international_cup,0,0,1,0
Lukas Jutkiewicz,fa-cup,domestic_cup,domestic_cup,0,0,1,0
Shane Long,europa-league-qualifikation,europa_league_qualifying,international_cup,1,0,1,0
Sérgio Oliveira,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,1,0,1,0
Rodrigo Guth,toto-knvb-beker,domestic_cup,domestic_cup,1,0,1,0
Alexander Szymanowski,superligaen,first_tier,domestic_league,1,0,1,7
Shapi Suleymanov,europa-league-qualifikation,europa_league_qualifying,international_cup,1,0,1,0
Alexandre Pato,copa-del-rey,domestic_cup,domestic_cup,0,0,1,1
