player_name,country_of_citizenship_x,current_club_name,Total Assist,Total Red Card,Total Yellow Card,Total Goals
Julio Gracia,Spain,Real Betis BalompiÃ©,0,0,0,0
Julius Kade,Germany,1.FC Union Berlin,0,0,0,0
Junio,Brazil,Rio Ave FC,0,0,5,0
Junior BrandÃ£o,Brazil,Rio Ave FC,0,0,1,0
Junior Malanda,Belgium,VfL Wolfsburg,3,0,1,0
Junior Oto'o,Gabon,CD Tondela,1,0,2,0
Junior Ponce,Peru,VitÃ³ria SetÃºbal FC,0,0,1,0
Jurica Buljat,Croatia,Metalist Kharkiv (- 2016),0,0,4,0
Jurich Carolina,Curacao,NAC Breda,0,0,0,0
Jussi JÃ¤Ã¤skelÃ¤inen,Finland,West Ham United,0,0,0,0
Justin Bijlow,Netherlands,Feyenoord Rotterdam,0,1,3,0
Justin Che,United States,TSG 1899 Hoffenheim,0,0,0,0
Justin Diehl,Germany,1.FC KÃ¶ln,0,0,0,0
Justin Eilers,Germany,Apollon Smyrnis,0,0,0,0
Justin MÃ¶bius,Germany,VfL Wolfsburg,0,0,0,0
Justin Mathieu,Netherlands,Willem II Tilburg,0,0,0,0
Justin Njinmah,Germany,Borussia Dortmund,0,0,0,0
Justin Ogenia,Curacao,Willem II Tilburg,0,0,1,0
Justin Plautz,Germany,SÃ¶nderjyskE,0,0,1,0
Justin Shaibu,Denmark,Lyngby BK,0,0,0,0
Juwon Oshaniwa,Nigeria,Heart of Midlothian FC,0,1,6,0
KÃ©ven Sousa,Cape Verde,CD Nacional,0,0,0,0
KÃ©vin Appin,Martinique,Cercle Brugge,0,0,1,0
KÃ©vin Gomis,France,Dundee FC,0,1,9,0
KÃ©vin N'Doram,France,FC Metz,1,0,12,0
KÃ©vin Olimpa,Martinique,AO Platanias,0,0,5,0
KÃ©vin Rimane,French Guiana,Paris Saint-Germain,0,0,0,0
KÃ³djo Alphonse,Cote d'Ivoire,CD Feirense,0,0,3,0
Kaan Arslan,Turkey,Galatasaray,0,0,0,0
Kaan Ã–zdemir,Turkey,Konyaspor,0,0,0,0
Kaan Kairinen,Finland,FC Midtjylland,0,0,0,0
Kacper Urbanski,Poland,Bologna FC 1909,0,0,0,0
Kader Keita,Cote d'Ivoire,Sivasspor,0,0,3,0
Kadir Seven,Turkey,Giresunspor,0,0,2,0
Kafoumba TourÃ©,Mali,Royal Antwerp FC,0,0,0,0
Kagan SÃ¶ylemezgiller,Turkey,Caykur Rizespor,0,0,1,0
Kaheem Parris,Jamaica,Dynamo Kyiv,3,0,3,0
Kahraman Demirtas,Turkey,Konyaspor,0,0,3,0
Kai Heerings,Netherlands,Fortuna Sittard,2,1,10,0
Kai Herdling,Germany,TSG 1899 Hoffenheim,0,0,0,0
Kai Huisman,Netherlands,Heracles Almelo,0,0,0,0
Kai Kennedy,Scotland,Rangers FC,0,0,0,0
Kaiky,Brazil,UD AlmerÃ­a,0,0,5,0
Kaio Jorge,Brazil,Juventus FC,0,0,0,0
Kaique Rocha,Brazil,UC Sampdoria,0,0,0,0
Kaj Ramsteijn,Netherlands,CS MarÃ­timo,0,0,0,0
Kamil Agalarov,Russia,Anzhi Makhachkala ( -2022),1,0,3,0
Kamil Ahmet CÃ¶rekci,Turkey,Hatayspor,10,0,26,0
Kamil Grabara,Poland,FC Copenhagen,0,0,4,0
Kamil Piatkowski,Poland,KAA Gent,1,0,2,0
Kamil Vacek,Czech Republic,Odense Boldklub,0,0,0,0
Kamran Agayev,Azerbaijan,Boavista FC,0,1,4,0
Kane Wilson,England,West Bromwich Albion,0,0,0,0
Karamoko CissÃ©,Guinea,Benevento Calcio,0,0,0,0
Karamoko DembÃ©lÃ©,England,Stade Brestois 29,0,0,1,0
Karel Van Roose,Belgium,Cercle Brugge,0,0,1,0
Karim Achahbar,Morocco,EA Guingamp,0,0,0,0
Karim Aribi,Algeria,NÃ®mes Olympique,0,0,0,0
Karim Belhocine,France,KAA Gent,0,0,2,0
Karim Coulibaly,France,Willem II Tilburg,0,0,0,0
Karim Zedadka,Algeria,SSC Napoli,0,0,3,0
Karl,Brazil,FC Arouca,0,0,2,0
Karl Darlow,England,Newcastle United,0,0,5,0
Karl Henry,England,Queens Park Rangers,0,0,8,0
Karl Leth,Denmark,Randers FC,0,0,0,0
Karleigh Osborne,England,Kilmarnock FC,0,0,1,0
Karl-Johan Johnsson,Sweden,FC Copenhagen,3,1,7,0
Karlo Brucic,Croatia,Apollon Smyrnis,0,0,3,0
Karlo Letica,Croatia,UC Sampdoria,0,0,1,0
Karlo Lulic,Croatia,SK Beveren,0,0,1,0
Karol Angielski,Poland,Sivasspor,0,0,0,0
Karol Fila,Poland,RC Strasbourg Alsace,0,0,3,0
Karol Niemczycki,Poland,NAC Breda,0,0,0,0
Kartal Yilmaz,Turkey,Ãœmraniyespor,2,0,3,0
Kasey Palmer,Jamaica,Huddersfield Town,0,0,2,0
Kaspars Dubra,Latvia,FK Oleksandriya,2,0,5,0
Kasper Kristensen,Denmark,Aarhus GF,0,0,0,0
Kasper Schmeichel,Denmark,OGC Nice,0,0,14,0
Kassim Abdallah,Comoros,Thonon Ã‰vian Grand GenÃ¨ve FC,4,1,5,0
Kastriot Dermaku,Albania,US Lecce,0,0,3,0
KauÃª Silva,Brazil,PFK Lviv,0,0,0,0
Kawin Thamsatchanan,Thailand,Oud-Heverlee Leuven,0,0,0,0
Kaya Tarakci,Turkey,Konyaspor,0,0,4,0
Kayacan Erdogan,Turkey,Erzurumspor FK,0,0,3,0
Kayky,Brazil,FC PaÃ§os de Ferreira,0,0,1,0
Kaylen Hinds,England,Watford FC,0,0,1,0
Kayne Ramsay,England,Ross County FC,0,0,0,0
Kazaiah Sterling,England,Tottenham Hotspur,0,0,0,0
Kazenga LuaLua,DR Congo,APO Levadiakos,1,0,0,0
Kazim Celik,Turkey,Kayserispor,0,0,0,0
Kazimcan Karatas,Turkey,Galatasaray,2,0,2,0
Kazuki Nagasawa,Japan,1.FC KÃ¶ln,1,0,0,0
Keanan Bennetts,England,Borussia MÃ¶nchengladbach,0,0,1,0
Keaton Parks,United States,SL Benfica,0,0,0,0
Kees de Boer,Netherlands,ADO Den Haag,2,0,3,0
Kees Heemskerk,Netherlands,RKC Waalwijk,0,0,0,0
Keirrison,Brazil,FC Arouca,0,0,0,0
Kell Watts,England,Newcastle United,0,0,1,0
Kelvin,Brazil,FC Porto,0,0,0,0
Kelvin Davis,England,Southampton FC,0,0,0,0
Kelvin Ebuka Nwamora,Nigeria,Olimpik Donetsk,0,0,0,0
Kelvin John,Tanzania,KRC Genk,0,0,0,0
Kelyan Guessoum,France,NÃ®mes Olympique,1,0,2,0
Kemal Ademi,Switzerland,FK Khimki,1,0,2,0
Kemar Lawrence,Jamaica,RSC Anderlecht,0,0,0,0
Kemy Agustien,Curacao,Hamilton Academical FC,0,0,1,0
Ken Reichel,Germany,1.FC Union Berlin,0,0,0,0
Kenan Piric,Bosnia-Herzegovina,GÃ¶ztepe,0,0,1,0
Kenji-Van Boto,Madagascar,AJ Auxerre,0,0,0,0
Kenneth Schmidt,Germany,SC Freiburg,0,0,1,0
Kenneth Soler,Spain,RCD Espanyol Barcelona,0,0,1,0
Kenneth Vermeer,Suriname,Feyenoord Rotterdam,0,0,3,0
Kenzo Goudmijn,Netherlands,Excelsior Rotterdam,0,0,0,0
Kepa Arrizabalaga,Spain,Chelsea FC,0,0,10,0
Kerem Baykus,Turkey,Trabzonspor,0,0,0,0
Kerem Can AkyÃ¼z,Turkey,Denizlispor,0,0,0,0
Kerem Kalafat,Turkey,Besiktas JK,1,0,0,0
Kerem Seras,Turkey,Kasimpasa,0,0,3,0
Kerim Avci,Turkey,Sivasspor,0,0,1,0
Kerim Calhanoglu,Germany,FC Schalke 04,0,0,0,0
Kerim Memija,Bosnia-Herzegovina,Hobro IK,1,0,2,0
Kerim Zengin,Turkey,Kardemir KarabÃ¼kspor,0,1,2,0
Kermit Erasmus,South Africa,VitÃ³ria SetÃºbal FC,0,0,0,0
Kerr McInroy,Scotland,Kilmarnock FC,0,0,0,0
Keshi Anderson,England,Crystal Palace,0,0,0,0
Kevin Begois,Belgium,FC Groningen,0,0,0,0
Kevin Boli,Cote d'Ivoire,Royal Excel Mouscron (-2022),0,1,4,0
Kevin Debaty,Belgium,SK Beveren,0,0,0,0
Kevin Felida,Curacao,RKC Waalwijk,0,0,0,0
Kevin Foley,Ireland,FC Copenhagen,0,0,0,0
Kevin Goden,Germany,1.FC Nuremberg,0,0,2,0
Kevin GroÃŸkreutz,Germany,VfB Stuttgart,4,0,5,0
Kevin Itabel,Argentina,Panetolikos GFS,0,0,2,0
Kevin Luckassen,Netherlands,Kayserispor,1,0,1,0
Kevin MÃ©ndez,Uruguay,Karpaty Lviv (-2021),1,0,2,0
Kevin McDonald,Scotland,Dundee United FC,0,0,7,0
Kevin McNaughton,Scotland,Inverness Caledonian Thistle FC,0,0,0,0
Kevin Paredes,United States,VfL Wolfsburg,0,0,0,0
Kevin Piscopo,Italy,Genoa CFC,0,0,0,0
Kevin RÃ¼egg,Switzerland,Hellas Verona,1,0,1,0
Kevin Stuhr-Ellegaard,Denmark,Aalborg BK,0,0,0,0
Kevin Thomson,Scotland,Dundee FC,1,0,5,0
Kevin Toner,Ireland,Aston Villa,1,0,0,0
Kevin Trapp,Germany,Eintracht Frankfurt,0,0,11,0
Kevin VÃ¡zquez,Spain,Celta de Vigo,2,0,12,0
Kevin van Diermen,Netherlands,Excelsior Rotterdam,1,1,3,0
Kevin Vandenbergh,Belgium,KVC Westerlo,0,0,0,0
Kewin,Brazil,Moreirense FC,0,0,3,0
Keylor Navas,Costa Rica,Nottingham Forest,0,1,8,0
Kgaogelo Sekgota,South Africa,VitÃ³ria SetÃºbal FC,0,0,0,0
Khadim Rassoul,Senegal,Alanyaspor,0,1,10,0
Khaled AdÃ©non,Benin,Amiens SC,1,0,17,0
Khalil Chemmam,Tunisia,VitÃ³ria GuimarÃ£es SC,0,0,0,0
Khalil Fayad,France,Montpellier HSC,2,1,1,0
Kheireddine Zarabi,Algeria,CF UniÃ£o Madeira (-2021),0,0,0,0
Khozhimat Erkinov,Uzbekistan,Torpedo Moscow,1,0,4,0
Khusrav Toirov,Tajikistan,Shakhtar Donetsk,0,0,0,0
Kian Fitz-Jim,Netherlands,Ajax Amsterdam,0,0,1,0
Kibe,Brazil,CS MarÃ­timo,0,1,2,0
Kieran Kennedy,England,Motherwell FC,1,0,3,0
Kieran MacDonald,Scotland,Hamilton Academical FC,0,0,0,0
Kieran Richardson,England,Aston Villa,2,1,6,0
Kieron Freeman,Wales,Sheffield United,0,0,1,0
Ki-Jana Hoever,Netherlands,Wolverhampton Wanderers,2,0,2,0
Kiki,Portugal,Casa Pia AC,1,0,1,0
Kiko,Portugal,VitÃ³ria GuimarÃ£es SC,0,0,2,0
Kiko Casilla,Spain,Getafe CF,1,1,8,0
Kilian Jakob,Germany,FC Augsburg,0,0,1,0
Kilian Ludewig,Germany,Aalborg BK,1,0,3,0
Kiliann Sildillia,France,SC Freiburg,2,0,7,0
Killian Phillips,Ireland,Crystal Palace,0,0,0,0
Killian Sanson,France,Montpellier HSC,0,0,0,0
Killian Sardella,Belgium,RSC Anderlecht,2,0,6,0
Kim Christensen,Denmark,FC Copenhagen,0,0,0,0
Kimberly Ezekwem,Germany,SC Freiburg,0,0,0,0
Kingsley Madu,Nigeria,Odense Boldklub,1,0,2,0
Kiril Fesyun,Ukraine,Kolos Kovalivka,0,0,0,0
Kirill Bogdanets,Russia,FK Krasnodar,0,0,0,0
Kirill Dontsov,Russia,Rotor Volgograd,0,0,0,0
Kirill Girnyk,Russia,FK Rostov,0,0,1,0
Kirill Glebov,Russia,CSKA Moscow,0,0,1,0
Kirill Kolesnichenko,Russia,Ural Yekaterinburg,0,0,4,0
Kirill Malyarov,Russia,FK Rostov,1,0,0,0
Kirill Nikishin,Russia,Lokomotiv Moscow,0,0,0,0
Kirill Pechenin,Belarus,FK Orenburg,2,0,2,0
Kirill Pogrebnyak,Russia,Tom Tomsk,0,0,0,0
Kirill Ushatov,Russia,FC Sochi,2,0,0,0
Kirill Zinovich,Belarus,Lokomotiv Moscow,0,0,1,0
Kisley,Cape Verde,CF UniÃ£o Madeira (-2021),0,0,0,0
Kizito,Uganda,Rio Ave FC,1,0,2,0
Kjell Scherpen,Netherlands,Vitesse Arnhem,0,1,0,0
Kjelt Engbers,Netherlands,FC Emmen,0,0,0,0
Klaus Moesgaard,Denmark,Esbjerg fB,0,0,0,0
Klismahn,Brazil,Portimonense SC,1,0,5,0
Klodian Gjino,Albania,Apollon Smyrnis,0,0,5,0
Ko Matsubara,Japan,Sint-Truidense VV,2,0,1,0
Kobbie Mainoo,England,Manchester United,0,0,0,0
Koen Bucker,Netherlands,Heracles Almelo,0,0,0,0
Koen Casteels,Belgium,VfL Wolfsburg,0,0,7,0
Koen Van Langendonck,Belgium,KVC Westerlo,0,1,5,0
Kofi Atta,Ghana,Bursaspor,0,0,0,0
Kofi Balmer,Northern Ireland,Crystal Palace,0,0,1,0
Koke Vegas,Spain,Levante UD,0,0,0,0
Kolbeinn Finnsson,Iceland,Lyngby BK,2,0,0,0
Koni De Winter,Belgium,FC Empoli,0,0,3,0
Konrad de la Fuente,United States,Olympiacos Piraeus,2,0,1,0
Konstantin Engel,Kazakhstan,FC Ingolstadt 04,0,0,2,0
Konstantin Nizhegorodov,Russia,Rubin Kazan,0,0,1,0
Konstantin Pliev,Russia,FK Ufa,1,0,19,0
Konstantin Troyanov,Russia,Zenit St. Petersburg,0,0,0,0
Konstantinos Apostolakis,Greece,Panetolikos GFS,3,0,12,0
Konstantinos Balogiannis,Greece,OFI Crete FC,1,0,12,0
Konstantinos Banousis,Greece,OFI Crete FC,0,1,4,0
Konstantinos Dafkos,Greece,AEL Kalloni,0,1,2,0
Konstantinos Fliskas,Greece,AO Xanthi,1,1,21,0
Konstantinos Iliopoulos,Greece,Volos NPS,0,0,1,0
Konstantinos Kalaitzakis,Greece,OFI Crete FC,0,0,0,0
Konstantinos Kaznaferis,Greece,GS Ergotelis,0,0,6,0
Konstantinos Kostas,Greece,AO Xanthi,0,0,0,0
Konstantinos Kotsaridis,Greece,Aris Thessaloniki,0,0,6,0
Konstantinos Kotsaris,Greece,Apollon Smyrnis,0,0,1,0
Konstantinos Kritikos,Greece,OFI Crete FC,0,0,1,0
Konstantinos Nikolopoulos,Greece,PAS Lamia 1964,0,0,0,0
Konstantinos Peristeridis,Greece,PAS Giannina,0,0,6,0
Konstantinos Rougalas,Greece,Oud-Heverlee Leuven,0,0,4,0
Konstantinos Stamoulis,Greece,PAS Lamia 1964,0,0,0,0
Konstantinos Theodoropoulos,Greece,PAS Lamia 1964,0,1,9,0
Konstantinos Zdravos-Rizos,Greece,Panthrakikos Komotini,0,0,2,0
Koray Altinay,Turkey,Sivasspor,4,1,41,0
Koray Arslan,Turkey,Gaziantepspor (- 2020),0,0,3,0
Koray Kilinc,Turkey,Trabzonspor,0,0,1,0
Korcan Celikay,Turkey,MKE AnkaragÃ¼cÃ¼,0,0,1,0
Kosmas Gezos,Greece,Panionios Athens,0,0,1,0
Kossi Agassa,Togo,Stade Reims,0,0,0,0
Kostakis Artymatas,Cyprus,AOK Kerkyra,1,0,6,0
Kostas Lamprou,Greece,PEC Zwolle,0,1,5,0
Kostyantyn Kravchenko,Ukraine,PFK Stal Kamyanske (-2018),0,0,0,0
Kostyantyn Makhnovskyi,Ukraine,Olimpik Donetsk,0,0,3,0
Kosuke Nakamura,Japan,Portimonense SC,0,0,0,0
Kosuke Ota,Japan,Vitesse Arnhem,4,0,6,0
Kristal Abazaj,Albania,Istanbulspor,0,0,2,0
Kristian Bilovar,Ukraine,Chornomorets Odessa,0,0,0,0
Kristian Pedersen,Denmark,1.FC KÃ¶ln,1,0,1,0
Kristijan Belic,Serbia,Olympiacos Piraeus,0,0,0,0
KristjÃ¡n Gauti Emilsson,Iceland,NEC Nijmegen,0,0,0,0
Kristjan Kushta,Albania,PAOK Thessaloniki,0,0,0,0
Kristo Shehu,Greece,Panathinaikos Athens,0,0,0,0
Kristof Van Hout,Belgium,KVC Westerlo,0,0,0,0
Kristoffer Klaesson,Norway,Leeds United,0,0,0,0
Kristoffer Nordfeldt,Sweden,Genclerbirligi Ankara,0,0,7,0
Kristopher Da Graca,Cape Verde,VVV-Venlo,0,0,3,0
Krsevan Santini,Croatia,Zorya Lugansk,0,0,0,0
Krzysztof Krol,Poland,AEL Kalloni,0,0,5,0
Kubilay Aktas,Turkey,Denizlispor,0,0,7,0
Kubilay SÃ¶nmez,Turkey,GÃ¶ztepe,1,0,6,0
Kudbettin Ograk,Turkey,Mersin Talimyurdu SK,0,0,0,0
Kudus Oyenuga,England,Dundee United FC,0,0,0,0
Kukula,Cape Verde,CS MarÃ­timo,0,0,0,0
Kundai Benyu,Zimbabwe,Celtic FC,0,0,0,0
Kurt Abrahams,South Africa,Sint-Truidense VV,0,0,0,0
Kwadwo Asamoah,Ghana,Cagliari Calcio,8,0,22,0
Kwadwo Poku,Ghana,Anzhi Makhachkala ( -2022),0,0,0,0
Kwame Nsor,Ghana,FC Metz,0,0,0,0
Kwasi Sibo,Ghana,Watford FC,0,0,2,0
Kyle Benedictus,Scotland,Dundee FC,0,0,1,0
Kyle Connell,Scotland,Kilmarnock FC,0,0,0,0
Kyle Duncan,United States,KV Oostende,0,0,3,0
Kyle Edwards,England,West Bromwich Albion,0,0,0,0
Kyle Gourlay,Scotland,Hamilton Academical FC,0,0,0,0
Kyle Knoyle,England,Dundee United FC,0,0,1,0
Kyle Letheren,Wales,Dundee FC,0,0,0,0
Kyle Scott,United States,Chelsea FC,0,0,1,0
Kyle Taylor,Switzerland,AFC Bournemouth,0,0,0,0
Kyriakos Aslanidis,Greece,Volos NPS,0,0,0,0
Kyriakos Evangelidakis,Greece,AEL Kalloni,0,0,0,0
Kyriakos Stratilatis,Greece,AEL Kalloni,0,0,1,0
Kyrylo Dryshlyuk,Ukraine,FK Oleksandriya,0,0,11,0
Kyrylo Kostenko,Ukraine,PFK Stal Kamyanske (-2018),0,0,0,0
Kyrylo Kovalchuk,Ukraine,Tom Tomsk,1,0,3,0
LÃ¡szlÃ³ KÃ¶teles,Hungary,FC Copenhagen,0,0,6,0
LÃ©o AntÃ´nio,Brazil,PFK Lviv,0,0,1,0
LÃ©o Cordeiro,Brazil,Gil Vicente FC,1,0,0,0
LÃ©o Duarte,Brazil,Basaksehir FK,1,0,16,0
LÃ©o Jardim,Brazil,LOSC Lille,0,0,8,0
LÃ©o Lacroix,Switzerland,AS Saint-Ã‰tienne,0,0,10,0
LÃ©o Navacchio,Brazil,Portimonense SC,0,0,1,0
LÃ©o Pereira,Brazil,CS MarÃ­timo,0,0,1,0
LÃ©o Sena,Brazil,Spezia Calcio,1,0,0,0
Ladislav Almasi,Slovakia,Akhmat Grozny,2,0,1,0
Lamin Jallow,The Gambia,Chievo Verona,0,0,0,0
Lamine Diaby-Fadiga,France,OGC Nice,0,0,0,0
Lamine Diarra,Senegal,Antalyaspor,0,0,1,0
Lamine Ndao,Senegal,SK Beveren,0,0,2,0
Landry Bonnefoi,France,RC Strasbourg Alsace,0,0,0,0
Landry Mulemo,DR Congo,KV Kortrijk,2,0,3,0
Lanre Kehinde,Nigeria,MKE AnkaragÃ¼cÃ¼,0,0,0,0
Lars Lambooij,Netherlands,Go Ahead Eagles,1,0,2,0
Lars ten Teije,Netherlands,Vitesse Arnhem,0,0,0,0
Lars Unnerstall,Germany,Twente Enschede FC,0,0,4,0
Lasha Dvali,Georgia,Kasimpasa,0,0,1,0
Lasha Shergelashvili,Georgia,PAS Giannina,0,0,1,0
Lassana Faye,Netherlands,Rukh Lviv,3,0,6,0
Lasse GÃ¼nther,Germany,FC Augsburg,0,0,1,0
Lasse Haysen,Denmark,SÃ¶nderjyskE,0,0,0,0
Lasse Heinze,Denmark,FC Midtjylland,0,0,0,0
Lasse Mikkelsen,Denmark,Esbjerg fB,0,0,0,0
Lasse Petry,Denmark,FC Nordsjaelland,0,0,10,0
Lasse SÃ¶rensen,Denmark,Stoke City,1,0,0,0
Lassina TourÃ©,Burkina Faso,CS MarÃ­timo,0,0,0,0
Lauge Sandgrav,Denmark,Lyngby BK,0,0,0,0
Laure,Spain,Deportivo de La CoruÃ±a,0,1,10,0
Laurens Paulussen,Belgium,KV Mechelen,4,1,11,0
Laurens Symons,Belgium,KSC Lokeren (- 2020),0,0,1,0
Laurent Agouazi,Algeria,Atromitos Athens,0,0,8,0
Laurent Dos Santos,France,EA Guingamp,1,0,2,0
Laurent Henkinet,Belgium,Standard LiÃ¨ge,0,0,1,0
Laurent Pionnier,France,Montpellier HSC,0,0,0,0
Laurentiu Branescu,Romania,Atromitos Athens,0,0,4,0
Laurentiu Corbu,Romania,St. Mirren FC,0,0,1,0
Laurenz Dehl,Germany,1.FC Union Berlin,0,0,0,0
Lautaro Rinaldi,Argentina,Panathinaikos Athens,0,0,2,0
Lautaro Spatz,Argentina,CÃ¡diz CF,0,0,0,0
Lautaro Valenti,Argentina,Parma Calcio 1913,0,0,0,0
Lawrence Nicholas,Nigeria,Fatih KaragÃ¼mrÃ¼k,0,1,0,0
Lawrence Ofori,Ghana,FC FamalicÃ£o,0,0,0,0
Lawrence Thomas,Australia,SÃ¶nderjyskE,0,0,3,0
Lawrence Vigouroux,Chile,Liverpool FC,0,0,0,0
Lazaros Orfanidis,Greece,AO Xanthi,0,0,1,0
Lazaros Rota,Greece,AEK Athens,3,1,15,0
LeÃ´nidas,Brazil,Olimpik Donetsk,0,0,0,0
Leandro CastÃ¡n,Brazil,Cagliari Calcio,1,0,10,0
Leandro Chaparro,Argentina,GD Estoril Praia,0,0,2,0
Leandro Chichizola,Argentina,Getafe CF,0,0,2,0
Leandro DamiÃ£o,Brazil,Real Betis BalompiÃ©,0,0,0,0
Leandro Fernandes,Netherlands,PEC Zwolle,0,0,0,0
Leandro Frroku,Albania,Panathinaikos Athens,0,0,0,0
Leandro Pereira,Brazil,Club Brugge KV,1,0,0,0
Leandro Pimenta,Portugal,Gil Vicente FC,0,0,1,0
Leandro Putaro,Germany,VfL Wolfsburg,1,0,0,0
Leandro Ribeiro,Brazil,FC Arouca,0,0,0,0
Leandro RodrÃ­guez,Uruguay,Everton FC,0,0,0,0
Leandro Salino,Brazil,Olympiacos Piraeus,4,0,11,0
Leandro Sosa,Uruguay,AO Xanthi,1,0,3,0
Leandro Vilela,Brazil,VitÃ³ria SetÃºbal FC,2,0,3,0
Lebogang Manyama,South Africa,Konyaspor,0,0,1,0
Lee Croft,England,St. Johnstone FC,3,0,4,0
Lee Grant,England,Manchester United,0,0,1,0
Lee Lucas,Wales,Motherwell FC,2,1,2,0
Lee Lynch,Ireland,Hamilton Academical FC,0,0,0,0
Lee McCulloch,Scotland,Kilmarnock FC,0,0,0,0
Lee Oliveira,Brazil,AcadÃ©mica Coimbra,0,0,0,0
Lee Peltier,England,West Bromwich Albion,0,0,5,0
Lefteris Astras,Greece,Apollon Smyrnis,0,0,0,0
Lefteris Choutesiotis,Greece,Ionikos Nikeas,1,0,6,0
Lefteris Intzoglou,Greece,Aris Thessaloniki,2,0,21,0
Lefteris Matsoukas,Greece,Ionikos Nikeas,0,0,1,0
Lehlogonolo Masalesa,South Africa,AE Larisa,0,0,4,0
Leif Davis,England,Leeds United,0,0,0,0
Lemouya Goudiaby,Senegal,FC Metz,0,0,0,0
Lenar Fattakhov,Russia,Rubin Kazan,0,0,1,0
Lennard Sowah,Germany,Hamilton Academical FC,3,0,3,0
Lennart Grill,Germany,1.FC Union Berlin,0,0,0,0
Lennart Moser,Germany,KAS Eupen,0,0,1,0
Lenny Joseph,France,FC Metz,0,0,1,0
Lenny Lacroix,France,FC Metz,1,0,0,0
Lenny Pintor,France,Olympique Lyon,0,0,0,0
Leny Yoro,France,LOSC Lille,0,0,0,0
Leo Fuhr Hjelde,Norway,Leeds United,0,0,0,0
Leo Greiml,Austria,FC Schalke 04,0,0,2,0
Leo RomÃ¡n,Spain,RCD Mallorca,0,0,0,0
Leo Walta,Finland,FC Nordsjaelland,5,0,0,0
Leon Bergsma,Netherlands,SC Cambuur Leeuwarden,0,0,1,0
Leon Britton,England,Swansea City,0,0,9,0
Leon Dajaku,Germany,1.FC Union Berlin,0,0,0,0
Leon Klassen,Russia,Spartak Moscow,0,0,0,0
Leon Musaev,Russia,Rubin Kazan,1,0,8,0
Leon Sopic,Croatia,FC Emmen,0,0,0,0
Leonard Zuta,North Macedonia,Konyaspor,0,0,3,0
Leonardo Buta,Portugal,Udinese Calcio,0,0,0,0
Leonardo Candellone,Italy,Torino FC,0,0,1,0
Leonardo Capezzi,Italy,US Salernitana 1919,1,0,11,0
Leonardo Fasan,Italy,Kilmarnock FC,0,0,0,0
Leonardo Fontanesi,Italy,US Sassuolo,0,0,0,0
Leonardo Mancuso,Italy,FC Empoli,1,0,0,0
Leonardo Morosini,Italy,Brescia Calcio,0,0,0,0
Leonardo Rocha,Portugal,KAS Eupen,0,0,3,0
Leonel Miguel,Netherlands,FC Groningen,0,0,0,0
Leonel Vangioni,Argentina,AC Milan,0,0,4,0
Leonid Boev,Russia,Arsenal Tula,0,0,0,0
Leonid Mina,Greece,PAS Giannina,1,0,0,0
Leonidas Argyropoulos,Greece,OFI Crete FC,1,0,8,0
Leonidas Rossi,Greece,Apollon Smyrnis,0,0,1,0
Leopold Zingerle,Germany,SC Paderborn 07,0,0,1,0
Leroy Abanda,France,RFC Seraing,0,0,4,0
Leroy George,Netherlands,NEC Nijmegen,0,0,0,0
Leroy Labylle,Belgium,VVV-Venlo,0,0,2,0
Levi Colwill,England,Brighton & Hove Albion,2,0,1,0
Levi Lumeka,England,ESTAC Troyes,0,0,0,0
Levi Opdam,Netherlands,AZ Alkmaar,0,0,0,0
Levy Madinda,Gabon,Asteras Tripolis,3,0,1,0
Lewis Allan,Scotland,Hibernian FC,0,0,0,0
Lewis Cook,England,AFC Bournemouth,5,0,18,0
Lewis Jamieson,Scotland,St. Mirren FC,0,0,0,0
Lewis Mayo,Scotland,Kilmarnock FC,1,0,2,0
Lewis McLear,Scotland,St. Mirren FC,0,0,0,0
Lewis Miller,Australia,Hibernian FC,0,0,0,0
Lewis Neilson,Scotland,Heart of Midlothian FC,0,0,1,0
Lewis Page,England,West Ham United,0,0,0,0
Lewis Richardson,England,Burnley FC,0,0,0,0
Lewis Spence,Scotland,Ross County FC,3,1,7,0
Lewis Toshney,Scotland,Ross County FC,0,0,0,0
Liam Bridcutt,Scotland,Sunderland AFC,2,0,11,0
Liam Caddis,Scotland,St. Johnstone FC,0,0,2,0
Liam Delap,England,Manchester City,0,0,0,0
Liam McCarron,Scotland,Leeds United,0,0,0,0
Liam Moore,Jamaica,Leicester City,0,0,5,0
Liam Rosenior,England,Brighton & Hove Albion,2,0,1,0
Liam Shaw,England,Celtic FC,0,0,1,0
Liam Shephard,Wales,Swansea City,0,0,0,0
Liassine Cadamuro,Algeria,Volos NPS,0,0,2,0
Liban Abdi,Norway,Caykur Rizespor,0,0,0,0
Liberato Cacace,New Zealand,FC Empoli,2,0,9,0
Libor Hrdlicka,Slovakia,Metalurg Zaporizhya (-2016),0,0,0,0
Libor Kozak,Czech Republic,Aston Villa,0,0,0,0
Lilian Egloff,Germany,VfB Stuttgart,0,0,1,0
Lillo Castellano,Spain,CA Osasuna,1,0,32,0
Lino,Brazil,AcadÃ©mica Coimbra,0,0,2,0
Lino Tempelmann,Germany,SC Freiburg,0,0,2,0
Lion Kaak,Netherlands,De Graafschap Doetinchem,1,0,2,0
Lion Semic,Germany,Borussia Dortmund,0,0,0,0
Lionel Carole,France,Kayserispor,13,0,26,0
Lionel Enguene,Cameroon,Antalyaspor,0,0,0,0
